English	Translation	Pinyin	Hiragana	Latin Letters	Part of Speech	Stamp	OriginLanguage
A Little	少し		すこし		Noun, Adverb	[]	Japanese
A Little	маленький			malenʹkij	Verb	[]	Russian
A Little	маленькое			malenʹkoe	Verb	[]	Russian
A Little	немно́го			nemnogo	Verb	[]	Russian
A Little	немно́жко			nemnozhko	Verb	[]	Russian
A Little	немного			nemnogo	Verb	[]	Russian
A Little	слегка́			slegka	Verb	[]	Russian
A Little	чуть			chut'	Verb	[]	Russian
A Little	чуть-чуть			čutʹ-čutʹ	Verb	[]	Russian
A Little	algo				Noun	[]	Spanish
A Little	un pelín				Noun	[]	Spanish
A Little	un poco				Noun	[]	Spanish
A Little	un poquito				Noun	[]	Spanish
A Little	un tanto				Noun	[]	Spanish
A Little After	peu après				Noun	[]	French
A Little Bit	一点儿	yīdiǎnr			Adverb	[]	Chinese
A Little Bit	少し		すこし		Noun	[]	Japanese
A Little Bit	momentito				Noun	[]	Spanish
A Little Bit Of	一点儿	yī diǎn ér			Noun	[]	Chinese
A Little Bit Of	少し		すこし		Noun	[]	Japanese
A Little Gift	detalle				Noun	[]	Spanish
A Little Girl	девочка			devočka	Noun	[]	Russian
A Little More	もうすこし		もうすこし		Noun	[]	Japanese
A Living Room	客厅	kètīng			Noun	[]	Chinese
A Logically Dissected General Idea About A Subject	поня́тие			ponjatie	Noun	[]	Russian
A Long	длинную			dlinnuû	Noun	[]	Russian
A Long	длинный			dlinnyj	Noun	[]	Russian
A Long	долгий			dolgij	Noun	[]	Russian
A Long Time	很久	hěn jiǔ			Noun	[]	Chinese
A Long Time	longtemps				Adverb	[]	French
A Long Time	до́лго			dolgo	Noun	[]	Russian
A Long Time Ago	很久以前	hěn jiǔ yǐ qián			Noun	[]	Chinese
A Long Time Ago	是很久以前	shì hěn jiǔ yǐ qián			Noun	[]	Chinese
A Long Time Ago	昔		むかし		Noun	[]	Japanese
A Long Time Ago	давно			davno	Adverb	[]	Russian
A Long Time Ago	давно́			davno	Adverb	[]	Russian
A Long Way	далеко			daleko	Noun	[]	Russian
A Look	样子	yàngzi			Verb	[]	Chinese
A Lorry	un camión				Noun	[]	Spanish
A Lot	多	duō			Noun	[]	Chinese
A Lot	大	dà			Noun	[]	Chinese
A Lot	常常	cháng cháng			Noun	[]	Chinese
A Lot	很	hěn			Noun	[]	Chinese
A Lot	很多	hěn duō			Noun	[]	Chinese
A Lot	经常	jīng cháng			Noun	[]	Chinese
A Lot	许多	xǔduō			Noun	[]	Chinese
A Lot	非常	fēi cháng			Noun	[]	Chinese
A Lot	beaucoup				Adverb	[]	French
A Lot	cher				Adverb	[]	French
A Lot	eine Menge				Noun	[]	German
A Lot	あまり		あまり		Adjective, い-adjective	[]	Japanese
A Lot	いっぱい		いっぱい		Adjective, い-adjective	[]	Japanese
A Lot	おおい		おおい		Adjective, い-adjective	[]	Japanese
A Lot	すごく		すごく		Adjective, い-adjective	[]	Japanese
A Lot	たくさん		たくさん		Adjective, い-adjective	[]	Japanese
A Lot	だいぶ		だいぶ		Adjective, い-adjective	[]	Japanese
A Lot	とても		とても		Adjective, い-adjective	[]	Japanese
A Lot	よく		よく		Adjective, い-adjective	[]	Japanese
A Lot	多い		おおい		Adjective, い-adjective	[]	Japanese
A Lot	多く		おおく		Adjective, い-adjective	[]	Japanese
A Lot	大分		だいぶ		Adverb	[]	Japanese
A Lot	гораздо			gorazdo	Noun	[]	Russian
A Lot	ку́ча			kuča	Noun	[]	Russian
A Lot	много			mnogo	Noun	[]	Russian
A Lot	сильно			sil'no	Noun	[]	Russian
A Lot	многое			mnogoe	Noun	[]	Russian
A Lot	очень			ochen'	Noun	[]	Russian
A Lot	часто			chasto	Noun	[]	Russian
A Lot	bastante				Noun	[]	Spanish
A Lot	mucha				Noun	[]	Spanish
A Lot	muchas				Noun	[]	Spanish
A Lot	mucho				Noun	[]	Spanish
A Lot	muchos				Noun	[]	Spanish
A Lot	muchísima				Noun	[]	Spanish
A Lot Of	很多	hěn duō			Noun	[]	Chinese
A Lot Of	许多	xǔduō			Noun	[]	Chinese
A Lot Of	eine Menge				Noun	[]	German
A Lot Of	あまり		あまり		Noun	[]	Japanese
A Lot Of	いっぱい		いっぱい		Noun	[]	Japanese
A Lot Of	おおい		おおい		Noun	[]	Japanese
A Lot Of	が多い		がおおい		Noun	[]	Japanese
A Lot Of	たくさん		たくさん		Noun	[]	Japanese
A Lot Of	たくさんの		たくさんの		Noun	[]	Japanese
A Lot Of	たっぷり		たっぷり		Noun	[]	Japanese
A Lot Of	余り		あまり		Noun	[]	Japanese
A Lot Of	多い		おおい		Noun	[]	Japanese
A Lot Of	多くの		おおくの		Noun	[]	Japanese
A Lot Of	大いに		おおいに		Noun	[]	Japanese
A Lot Of	大きな		おおきな		Noun	[]	Japanese
A Lot Of	大勢		おおぜい		Noun	[]	Japanese
A Lot Of	沢山		たくさん		Noun	[]	Japanese
A Lot Of	мно́го			mnogo	Noun	[]	Russian
A Lot Of	много			mnogo	Noun	[]	Russian
A Lot Of	muchas				Noun	[]	Spanish
A Lot Of	mucho				Noun	[]	Spanish
A Lot Of	muchos				Noun	[]	Spanish
A Lot Of Money	大金		たいきん		Noun	[]	Japanese
A Lot Of Rain	雨が多い		あめがおおい		Noun	[]	Japanese
A Loud	громкая			gromkaâ	Noun	[]	Russian
A Loud	громкий			gromkij	Noun	[]	Russian
A Machine	аппарат			apparat	Noun	[]	Russian
A Magazine	журнал			žurnal	Noun	[]	Russian
A Man	мужчина			mužčina	Noun	[]	Russian
A Map	карта			karta	Noun	[]	Russian
A Martial Art	武术	wǔshù			Noun	[]	Chinese
A Mask	una mascarilla				Noun	[]	Spanish
A Massage	un masaje				Noun	[]	Spanish
A Match	матч			matč	Noun	[]	Russian
A Matter	дело			delo	Noun	[]	Russian
A Mechanic	Mechaniker				Noun	[]	German
A Medal	una medalla				Noun	[]	Spanish
A Meeting	собрание			sobranie	Noun	[]	Russian
A Member	das Mitglied				Noun	[]	German
A Member	Mitglied				Noun	[]	German
A Mess	散らかっています		ちらかっています		Noun	[]	Japanese
A Message	сообщение			soobŝenie	Noun	[]	Russian
A Meter	метр			metr	Noun	[]	Russian
A Million	миллион			million	Noun	[]	Russian
A Minute	一分钟	yì fēn zhōng			Noun	[]	Chinese
A Minute	1分				Noun	[]	Japanese
A Minute	минута			minuta	Noun	[]	Russian
A Mirror	зеркало			zerkalo	Noun	[]	Russian
A Moisturising Treatment	un tratamiento hidratante				Noun	[]	Spanish
A Mom	мама			mama	Noun	[]	Russian
A Moment	片刻	piànkè			Noun	[]	Chinese
A Moment	少々		しょうしょう		Noun	[]	Japanese
A Moment Ago	ahora				Noun	[]	Spanish
A Monster	un monstruo				Noun	[]	Spanish
A Month	一か月に		いちかがつに		Noun	[]	Japanese
A Month	месяц			mesâc	Noun	[]	Russian
A Mosquito	комар			komar	Noun	[]	Russian
A Mother	мама			mama	Noun	[]	Russian
A Motorbike	una moto				Noun	[]	Spanish
A Motorcycle	Motorrad				Noun	[]	German
A Motorcycle	мотоцикл			motocikl	Noun	[]	Russian
A Mouse	мышь			myšʹ	Noun	[]	Russian
A Movie	фильм			filʹm	Noun	[]	Russian
A Mummy	una momia				Noun	[]	Spanish
A Museum	музей			muzej	Noun	[]	Russian
A Musician	Musiker				Noun	[]	German
A Name	имя			imâ	Noun	[]	Russian
A Neighbor	сосед			sosed	Noun	[]	Russian
A Nest	гнездо			gnezdo	Noun	[]	Russian
A Net	сеть			setʹ	Noun	[]	Russian
A New	новая			novaâ	Noun	[]	Russian
A New	нового			novogo	Noun	[]	Russian
A New	новой			novoj	Noun	[]	Russian
A New	новую			novuû	Noun	[]	Russian
A New	новый			novyj	Noun	[]	Russian
A New One	новую			novuû	Noun	[]	Russian
A Newspaper	газета			gazeta	Noun	[]	Russian
A Night	ночь			nočʹ	Noun	[]	Russian
A Nightmare	una pesadilla				Noun	[]	Spanish
A Nose	нос			nos	Noun	[]	Russian
A Notebook	тетрадь			tetradʹ	Noun	[]	Russian
A Novel	роман			roman	Noun	[]	Russian
A Number	число			čislo	Noun	[]	Russian
A Number Of	许多	xǔduō			Noun	[]	Chinese
A Number Of	eine Reihe von				Noun	[]	German
A Number Of	いくつかの		いくつかの		Noun	[]	Japanese
A Number Of	число			čislo	Noun	[]	Russian
A Number Of	varias				Noun	[]	Spanish
A Number Of	varios				Noun	[]	Spanish
A Nurse	Krankenpfleger				Noun	[]	German
A Nurse	Krankenschwester				Noun	[]	German
A Nut	оре́х			oreh	Noun	[]	Russian
A Pack	ста́я			staja	Adjective	[]	Russian
A Pain	面倒くさい		めんどうくさい		Noun	[]	Japanese
A Painter	Maler				Noun	[]	German
A Painter	художник			hudožnik	Noun	[]	Russian
A Painting	картина			kartina	Noun	[]	Russian
A Pair	un par				Noun	[]	Spanish
A Pair Of Pants	штаны			štany	Noun	[]	Russian
A Park	парк			park	Noun	[]	Russian
A Part	часть			častʹ	Noun	[]	Russian
A Part Of	una parte de				Noun	[]	Spanish
A Party	une fête				Noun	[]	French
A Pass	пропуск			propusk	Noun	[]	Russian
A Patronymic	отчество			otčestvo	Noun	[]	Russian
A Pedicure	una pedicura				Noun	[]	Spanish
A Pen	ручка			ručka	Noun	[]	Russian
A Pencil	карандашом			karandašom	Noun	[]	Russian
A Penguin	пингвин			pingvin	Noun	[]	Russian
A Period	точка			točka	Noun	[]	Russian
A Permit	пропуск			propusk	Noun	[]	Russian
A Person	человек			čelovek	Noun	[]	Russian
A Person	человеком			čelovekom	Noun	[]	Russian
A Pet	домашний			domašnij	Noun	[]	Russian
A Pharmacist	un farmacéutico				Noun	[]	Spanish
A Pharmacist	una farmacéutica				Noun	[]	Spanish
A Pharmacy	аптека			apteka	Noun	[]	Russian
A Pharmacy	una farmacia				Noun	[]	Spanish
A Phone	телефон			telefon	Noun	[]	Russian
A Photographer	Fotograf				Noun	[]	German
A Piano Player	Pianist				Noun	[]	German
A Pickpocket	un carterista				Noun	[]	Spanish
A Pickpocket	una carterista				Noun	[]	Spanish
A Picture	картинка			kartinka	Noun	[]	Russian
A Picture	фотография			fotografiâ	Noun	[]	Russian
A Piece	кусо́к			kusok	Noun	[]	Russian
A Piece	кусок			kusok	Noun	[]	Russian
A Piece Of	一片	yī piàn			Noun	[]	Chinese
A Piece Of	une pièce de				Noun	[]	French
A Piece Of	ein Abschnitt				Noun	[]	German
A Piece Of	ein Brocken				Noun	[]	German
A Piece Of	ein Stück				Noun	[]	German
A Piece Of	ein Stückchen				Noun	[]	German
A Piece Of	ein Teil				Noun	[]	German
A Piece Of	一片の		いっぺんの		Noun	[]	Japanese
A Piece Of	кусочек			kusochek	Noun	[]	Russian
A Piece Of	кусок			kusok	Noun	[]	Russian
A Piece Of	un fragmento de				Noun	[]	Spanish
A Piece Of	un pedazo de				Noun	[]	Spanish
A Piece Of	un segmento de				Noun	[]	Spanish
A Piece Of	un trocito de				Noun	[]	Spanish
A Piece Of	un trozo de				Noun	[]	Spanish
A Piece Of	una pieza de				Noun	[]	Spanish
A Pig	свинья			svinʹâ	Noun	[]	Russian
A Pillow	подушка			poduška	Noun	[]	Russian
A Pilot	Pilot				Noun	[]	German
A Pink	розовый			rozovyj	Noun	[]	Russian
A Pipe	una cañería				Noun	[]	Spanish
A Pity	жаль			žalʹ	Noun	[]	Russian
A Place	место			mesto	Noun	[]	Russian
A Plan	план			plan	Noun	[]	Russian
A Plane	un avión				Noun	[]	Spanish
A Planet	планета			planeta	Noun	[]	Russian
A Plant	растение			rastenie	Noun	[]	Russian
A Plate	тарелка			tarelka	Noun	[]	Russian
A Plate	тарелки			tarelki	Noun	[]	Russian
A Plate	тарелку			tarelku	Noun	[]	Russian
A Play	пьеса			pʹesa	Noun	[]	Russian
A Pleasure	楽しい		たのしい		Noun	[]	Japanese
A Plumber	un fontanero				Noun	[]	Spanish
A Plumber	un plomero				Noun	[]	Spanish
A Poet	поэт			poét	Noun	[]	Russian
A Police Officer	Polizist				Noun	[]	German
A Post	una publicación				Noun	[]	Spanish
A Potato Omelette	una tortilla de patata				Noun	[]	Spanish
A Preliminary Intention	предположе́ние			predpolozhenie	Noun	[]	Russian
A Prescription	una receta				Noun	[]	Spanish
A Present	подарок			podarok	Noun	[]	Russian
A Pressing Matter Of The Moment	当务之急	dāngwùzhījí			Noun	[]	Chinese
A Prison	тюрьма			tûrʹma	Noun	[]	Russian
A Problem	проблема			problema	Noun	[]	Russian
A Problem	un problema				Noun	[]	Spanish
A Process	процесс			process	Noun	[]	Russian
A Professional	专家	zhuān jiā			Noun	[]	Chinese
A Professional Opinion	una opinión profesional				Noun	[]	Spanish
A Professor	Professor				Noun	[]	German
A Professor	Professorin				Noun	[]	German
A Profile	un perfil				Noun	[]	Spanish
A Profile Picture	una foto de perfil				Noun	[]	Spanish
A Program	программа			programma	Noun	[]	Russian
A Pumpkin	una calabaza				Noun	[]	Spanish
A Puppy	щенок			ŝenok	Noun	[]	Russian
A Push	толчо́к			tolchok	Noun	[]	Russian
A Quarter	das Viertel				Noun	[]	German
A Quarter	Viertel				Noun	[]	German
A Quarter	че́тверть			četvertʹ	Verb	[]	Russian
A Quarter	четверть			četvertʹ	Verb	[]	Russian
A Quarter Kilo	un cuarto de kilo				Noun	[]	Spanish
A Quarter Of	четверть			četvertʹ	Noun	[]	Russian
A Quarter Past	过一刻	guò yī kè			Noun	[]	Chinese
A Quarter To	差一刻	chà yī kè			Noun	[]	Chinese
A Quarter-Litre Bottle	quart				Noun	[]	French
A Quarter-Litre Pitcher	quart				Noun	[]	French
A Question	вопрос			vopros	Noun	[]	Russian
A Quick	быстрый			bystryj	Noun	[]	Russian
A Quick-Dry	un secado rápido				Noun	[]	Spanish
A Quiet	тихая			tihaâ	Noun	[]	Russian
A Quiet	тихий			tihij	Noun	[]	Russian
A Race	una carrera				Noun	[]	Spanish
A Rake	un rastrillo				Noun	[]	Spanish
A Rat	крыса			krysa	Noun	[]	Russian
A Real	настоящий			nastoâŝij	Noun	[]	Russian
A Rectangle	прямоугольник			prâmougolʹnik	Noun	[]	Russian
A Red	красная			krasnaâ	Noun	[]	Russian
A Red	красное			krasnoe	Noun	[]	Russian
A Red	красную			krasnuû	Noun	[]	Russian
A Red One	красную			krasnuû	Noun	[]	Russian
A Relief	安心		あんしん		Noun	[]	Japanese
A Repair	un arreglo				Noun	[]	Spanish
A Report	отчёт			otchet	Noun	[]	Russian
A Represenation Of The Virgin	la virgen				Noun	[]	Spanish
A Representation Of Christ	el cristo				Noun	[]	Spanish
A Resounding No	un no rotundo				Noun	[]	Spanish
A Review	检讨	jiǎntǎo			Noun	[]	Chinese
A Ride	die Runde				Noun	[]	German
A Ride	eine Fahrt				Noun	[]	German
A Ride	eine Mitfahrt				Noun	[]	German
A Ride	eine Runde				Noun	[]	German
A Ride	eine Spritztour				Noun	[]	German
A Ride	eine Tour				Noun	[]	German
A Ride	Mitfahrgelegenheit				Noun	[]	German
A Ride	подвезти			podvezti	Noun	[]	Russian
A Right	право			pravo	Noun	[]	Russian
A River	река			reka	Noun	[]	Russian
A Robot	робот			robot	Noun	[]	Russian
A Roof	крыша			kryša	Noun	[]	Russian
A Room	комната			komnata	Noun	[]	Russian
A Room	una habitación				Noun	[]	Spanish
A Rooster	петух			petuh	Noun	[]	Russian
A Root	корень			korenʹ	Noun	[]	Russian
A Rose	роза			roza	Noun	[]	Russian
A Round	круглый			kruglyj	Noun	[]	Russian
A Round Of Applause	鼓掌	gǔ zhǎng			Noun	[]	Chinese
A Round Of Applause	un tonnerre d'applaudissements				Noun	[]	French
A Round Of Applause	une salve d'applaudissements				Noun	[]	French
A Round Of Applause	Applaus				Noun	[]	German
A Round Of Applause	拍手		はくしゅ		Noun	[]	Japanese
A Round Of Applause	аплодисменты			aplodismenty	Noun	[]	Russian
A Round Of Applause	un aplauso				Noun	[]	Spanish
A Rule	правило			pravilo	Noun	[]	Russian
A Russian	россиянин			rossiânin	Noun	[]	Russian
A Russian	русский			russkij	Noun	[]	Russian
A Sad	грустный			grustnyj	Noun	[]	Russian
A Salad	салат			salat	Noun	[]	Russian
A Salary	зарплата			zarplata	Noun	[]	Russian
A Salesperson	продавец			prodavec	Noun	[]	Russian
A Sand Castle	un castillo de arena				Noun	[]	Spanish
A Sandwich	бутерброд			buterbrod	Noun	[]	Russian
A Scarf	шарф			šarf	Noun	[]	Russian
A School	школы			školy	Noun	[]	Russian
A Scream	un grito				Noun	[]	Spanish
A Seagull	чайка			čajka	Noun	[]	Russian
A Seagull	una gaviota				Noun	[]	Spanish
A Search	поиск			poisk	Noun	[]	Russian
A Second Time	再び		ふたたび		Adverb	[]	Japanese
A Secret	секрет			sekret	Noun	[]	Russian
A Secretary	Sekretär				Noun	[]	German
A Secretary	секретарь			sekretarʹ	Noun	[]	Russian
A Sentence	предложение			predloženie	Noun	[]	Russian
A Server	официант			oficiant	Noun	[]	Russian
A Shame	遗憾	yí hàn			Noun	[]	Chinese
A Shame	dommage				Noun	[]	French
A Shame	残念		ざんねん		Noun	[]	Japanese
A Shame	жаль			žalʹ	Noun	[]	Russian
A Shape	фигура			figura	Noun	[]	Russian
A Shark	акула			akula	Noun	[]	Russian
A Sheep	овца			ovca	Noun	[]	Russian
A Sheet	лист			list	Noun	[]	Russian
A Shelf	полка			polka	Noun	[]	Russian
A Shell	una concha				Noun	[]	Spanish
A Ship	un barco				Noun	[]	Spanish
A Shirt	рубашка			rubaška	Noun	[]	Russian
A Shirt	una camisa				Noun	[]	Spanish
A Shooting	стрельба́			strel'ba	Noun	[]	Russian
A Shop	магази́н			magazin	Noun	[]	Russian
A Short	короткий			korotkij	Noun	[]	Russian
A Short Story	рассказ			rasskaz	Noun	[]	Russian
A Short While Ago	さっき		さっき		Noun	[]	Japanese
A Shot	вы́стрел			vystrel	Noun	[]	Russian
A Shot	выстрел			vystrel	Noun	[]	Russian
A Show	передача			peredača	Noun	[]	Russian
A Shower	душ			duš	Noun	[]	Russian
A Side Of	配一份	pèi yī fèn			Noun	[]	Chinese
A Side Of	eine Beilage				Noun	[]	German
A Side Of	サイドメニュー		サイドメニュー		Noun	[]	Japanese
A Side Of	порция			portsija	Noun	[]	Russian
A Side Of	guarnición				Noun	[]	Spanish
A Side Of	una guarnición de				Noun	[]	Spanish
A Simplified Tax System For Small Businesses And Professionals	el régimen de estimación objetiva				Noun	[]	Spanish
A Single	aucun				Noun	[]	French
A Single	aucune				Noun	[]	French
A Sister	сестра			sestra	Noun	[]	Russian
A Sister	сестры			sestry	Noun	[]	Russian
A Size	размер			razmer	Noun	[]	Russian
A Skeleton	un esqueleto				Noun	[]	Spanish
A Skirt	裙子	qún zi			Noun	[]	Chinese
A Skirt	юбка			ûbka	Noun	[]	Russian
A Skirt	una falda				Noun	[]	Spanish
A Sleeping Bag	saco				Noun	[]	Spanish
A Slice	一切れ		いっさいれ		Noun	[]	Japanese
A Slight	少し		すこし		Noun	[]	Japanese
A Small	маленький			malenʹkij	Noun	[]	Russian
A Small	маленькое			malenʹkoe	Noun	[]	Russian
A Small Amount	少许	shǎo xǔ			Noun	[]	Chinese
A Small Number	少数		しょうすう		Noun	[]	Japanese
A Smell	sentir				Verb	[]	French
A Smell	匂い		におい		Noun	[]	Japanese
A Snake	змея			zmeâ	Noun	[]	Russian
A Sock	носок			nosok	Noun	[]	Russian
A Sofa	диван			divan	Noun	[]	Russian
A Son	сын			syn	Noun	[]	Russian
A Song In The Hip-Hop Genre Rap Verses	теле́га			telega	Noun	[]	Russian
A Sound	звук			zvuk	Noun	[]	Russian
A Soup	суп			sup	Noun	[]	Russian
A Spider	паук			pauk	Noun	[]	Russian
A Spider	una araña				Noun	[]	Spanish
A Spider Web	una telaraña				Noun	[]	Spanish
A Splendid	прекрасный			prekrasnyj	Noun	[]	Russian
A Spoon	ложка			ložka	Noun	[]	Russian
A Sport	спорт			sport	Noun	[]	Russian
A Sport/game	jouer				Verb	[]	French
A Sporting Event	una prueba deportiva				Noun	[]	Spanish
A Square	квадрат			kvadrat	Noun	[]	Russian
A Square	площадь			ploŝadʹ	Noun	[]	Russian
A Squirrel	белка			belka	Noun	[]	Russian
A Staff	Mitarbeiter				Noun	[]	German
A Star	звезда			zvezda	Noun	[]	Russian
A Station	станция			stanciâ	Noun	[]	Russian
