English	Russian	Latin Letters	Part of Speech
Afraid	страшно	strashno	Noun
Afraid	боится	boitsja	Noun
Afraid	испуганный	ispugannyi	Noun
Afraid	бойся	boisja	Noun
Africa	А́фрика	afrika	Noun
Africa	африка	afrika	Noun
After	вслед	vsled	Noun
After	за	za	Noun
After	по́сле	posle	Noun
After	после	posle	Noun
After	после того	posle togo	Noun
After	как	kak	Noun
After	спустя	spustja	Noun
After	когда	kogda	Noun
After A Certain Age	по	po	Noun
After A Certain Period Of Time	спустя́	spustja	Noun
After All	в конце концов	v kontse kontsov	Noun
After All	ведь	vedʹ	Noun
After All	так	tak	Noun
After Having	после того как	posle togo kak	Noun
After Having	после того	posle togo	Noun
After Having	как	kak	Noun
After Having	после	posle	Noun
After Having	по окончании	po okonchanii	Noun
After Next	после следующий	posle sledujuschii	Noun
After Next	после следующая	posle sledujuschaja	Noun
After Next	через две недели	cherez dve nedeli	Noun
After Next	через неделю после следующей	cherez nedelju posle sledujuschei	Noun
After That	после этого	posle etogo	Noun
After That	затем	zatem	Noun
After That	потом	potom	Noun
After That	после того	posle togo	Noun
After That	спустя	spustja	Noun
After-Party	афтепати	aftepati	Noun
After-Party	послепати	poslepati	Noun
After-Party	вечеринка после мероприятия	vecherinka posle meroprijatija	Noun
Afternoon	вечер	večer	Noun
Afternoon	день	denʹ	Noun
Afternoon	во второй половине дня	vo vtoroi polovine dnja	Noun
Afternoon	днём	dnem	Noun
Afternoon	после полудня	posle poludnja	Noun
Afterward	позже	pozzhe	Noun
Afterwards	пото́м	potom	Noun
Afterwards	потом	potom	Noun
Again	больше	bolʹše	Verb
Again	вновь	vnov'	Verb
Again	ещё раз	eŝë raz	Verb
Again	опя́ть	opâtʹ	Verb
Again	опять	opâtʹ	Verb
Again	сно́ва	snova	Verb
Again	снова	snova	Verb
Against	к	k	Adverb
Against	о	o	Adverb
Against	обо	obo	Adverb
Against	про́тив	protiv	Adverb
Against	проти́вно	protivno	Adverb
Against	против	protiv	Adverb
Against	с	s	Adverb
Age	век	vek	Noun
Age	во́зраст	vozrast	Noun
Agedness	ста́рость	starost'	Verb
Agency	аге́нтство	agentstvo	Noun
Agency	агентство	agentstvo	Noun
Agenda	повестке дня	povestke dnja	Noun
Agenda	повестка	povestka	Noun
Agenda	повестку	povestku	Noun
Agent	аге́нт	agent	Noun
Ages	возрасты	vozrasty	Noun
Ago	наза́д	nazad	Noun
Ago	назад	nazad	Noun
Ago	тому назад	tomu nazad	Noun
Agree	согласен	soglasen	Noun
Agree On	договориться	dogovorit'sja	Noun
Agree On	согласиться	soglasit'sja	Noun
Agree On	прийти к соглашению	priiti k soglasheniju	Noun
Agree On	согласовать	soglasovat'	Noun
Agree To	соглашаться	soglashat'sja	Noun
Agree To	согласиться	soglasit'sja	Noun
Agree To	договориться	dogovorit'sja	Noun
Agree To	пойти на	poiti na	Noun
Agree With	соглашаться с	soglashat'sja s	Noun
Agree With	быть согласным с	byt' soglasnym s	Noun
Agree With	поддерживать	podderzhivat'	Noun
Agree With	одобрять	odobrjat'	Noun
Agreed	согласен	soglasen	Verb
Agreeing	согла́сный	soglasnyi	Verb
Agreement	догово́р	dogovor	Noun
Agreement	договор	dogovor	Noun
Agreement	соглаше́ние	soglashenie	Noun
Agressive Person	бык	byk	Noun
Agriculture	сельское хозяйство	sel'skoe hozjaistvo	Noun
Agriculture	хозя́йство	hozjaistvo	Noun
Ahead	впереди	vperedi	Noun
Ahead	вперед	vpered	Noun
Ahead	дальнейшем	dal'neishem	Noun
Ahead	впереди́	vperedi	Noun
Ahead Of	впереди	vperedi	Noun
Ahead Of Time	заранее	zaranee	Noun
Aide-De-Camp	адъюта́нт	ad'jutant	Noun
Aim	устано́вка	ustanovka	Noun
Aim	цель	tsel'	Noun
Aim Something	напра́вить	napravit'	Verb
Air	во́здух	vozduh	Noun
Air	возду́шный	vozdushnyi	Noun
Air	воздух	vozduh	Noun
Air	не́бо	nebo	Noun
Air Conditioner	кондиционера	konditsionera	Noun
Air Conditioning	кондиционер	konditsioner	Noun
Aircraft	самолет	samolet	Noun
Aircraft	самолётом	samoletom	Noun
Aircraft	самолётах	samoletah	Noun
Aircraft	самолёту	samoletu	Noun
Aircraft	лайнер	lainer	Noun
Aircraft	самолёт	samolët	Noun
Airfield	аэродро́м	aerodrom	Noun
Airline	авиакомпании	aviakompanii	Noun
Airline	авиакомпания	aviakompanija	Noun
Airline	авиакомпанию	aviakompaniju	Noun
Airline	авиакомпанией	aviakompaniei	Noun
Airliner	кора́бль	korablʹ	Noun
Airplane	самолёт	samolët	Noun
Airplane	самолёта	samoleta	Noun
Airplane	самолет	samolet	Noun
Airplane	самолётом	samoletom	Noun
Airplane	самолёту	samoletu	Noun
Airplane	самолете	samolete	Noun
Airplane	самолетом	samoletom	Noun
Airplane	самолётах	samoletah	Noun
Airport	аэропо́рт	aéroport	Noun
Airport	аэропорт	aéroport	Noun
Airport	аэропорта	aeroporta	Noun
Airport	аэропорту	aeroportu	Noun
Airport	аэропортом	aeroportom	Noun
Aisle	проход	prohod	Noun
Aisle	ряд	rjad	Noun
Aisle	полками	polkami	Noun
Alarm	будильник	budil'nik	Noun
Alarm	сигнализацию	signalizatsiju	Noun
Alarm	сигнализация	signalizatsija	Noun
Alarm	трево́га	trevoga	Noun
Alarm Clock	будильник	budil'nik	Noun
Alarming	трево́жный	trevozhnyi	Verb
Alas	увы́	uvy	Noun
Alaska	Аляска	Aljaska	Noun
Album	альбо́м	alʹbom	Noun
Album	альбом	alʹbom	Noun
Album	альбоме	al'bome	Noun
Alcohol	алкого́ль	alkogol'	Noun
Alcohol	алкоголь	alkogol'	Noun
Alcohol	спирт	spirt	Noun
Alcoholic	алкогольный	alkogol'nyi	Noun
Alias	кли́чка	klichka	Noun
Alibi	алиби	alibi	Noun
Alibi	отговорки	otgovorki	Noun
Alibi	отговорка	otgovorka	Noun
Alibi	отговорку	otgovorku	Noun
Alien	инопланетянин	inoplanetânin	Noun
Alien	при́шлый	prishlyi	Noun
Alien	прише́лец	prishelets	Noun
Alike	похож	pohož	Noun
Alike	похожий	pohozhii	Noun
Alive	жива	zhiva	Noun
Alive	живых	zhivyh	Noun
Alive	жив	zhiv	Noun
Alive	живы	zhivy	Noun
Alive	живой	zhivoi	Noun
Alive	живым	zhivym	Noun
Alive	живыми	zhivymi	Noun
Alive	живо́й	zhivoi	Noun
All	весь	vesʹ	Adverb
All	все	vse	Adverb
All	всем	vsem	Adverb
All	всех	vseh	Adverb
All	всяком	vsjakom	Adverb
All	целым	tselym	Adverb
All	целого	tselogo	Adverb
All	всякого	vsjakogo	Adverb
All	всё	vse	Adverb
All	совершенно	soveršenno	Adverb
All	целый	celyj	Adverb
All About	всё про	vse pro	Noun
All Grown Up	взрослый	vzroslyj	Noun
All In All	в целом	v tselom	Noun
All Kinds Of	все виды	vse vidy	Noun
All Of A Sudden	внезапно	vnezapno	Noun
All Of The	все	vse	Noun
All Over	по всей	po vsei	Noun
All Over	по всему	po vsemu	Noun
All Over Again	с самого начала	s samogo nachala	Noun
All Over The Place	повсюду	povsjudu	Noun
All Right	ла́дно	ladno	Adverb
All Right	ладно	ladno	Adverb
All Rise!	встать	vstatʹ	Noun
All Sorts	вся́кая	vsjakaja	Adverb
All Sorts Of	самых разных	samyh raznyh	Noun
All Sorts Of	самую разную	samuju raznuju	Noun
All Sorts Of	самые разные	samye raznye	Noun
All Sorts Of	самыми разными	samymi raznymi	Noun
All The	все	vse	Noun
All The Same	всё равно	vsë ravno	Noun
All The Time	всё время	vse vremja	Noun
All The Way	аж	azh	Adverb
All The Way	весь путь	ves' put'	Adverb
All The Way	до конца	do kontsa	Adverb
All The Way	полностью	polnost'ju	Adverb
All The Way	всю дорогу	vsju dorogu	Adverb
All The Way	целиком	tselikom	Adverb
All The Way	рядом	rjadom	Adverb
All Worth It	всё того стоило	vse togo stoilo	Noun
Allergic	аллергия	allergija	Noun
Allergy	аллергия	allergija	Noun
Allergy	от аллергии	ot allergii	Noun
Alley	алле́я	alleja	Noun
Alley	переу́лок	pereulok	Noun
Allocate	вы́делить	vydelit'	Verb
Allocate	выделя́ться	vydeljat'sja	Verb
Allotment	наде́л	nadel	Noun
Allowance	выплата	vyplata	Noun
Allowed	разрешено	razresheno	Verb
Allowed	позволили	pozvolili	Verb
Allowed	позволил	pozvolil	Verb
Allowed	позволила	pozvolila	Verb
Allowed	разрешён	razreshen	Verb
Allowed To	разрешено	razresheno	Noun
Allowed To	позволено	pozvoleno	Noun
Allowed To	допущено	dopuscheno	Noun
Allowed To	разрешать	razreshat'	Noun
Allowed To	позволять	pozvoljat'	Noun
Allowed To	допускать	dopuskat'	Noun
Ally	сою́зник	sojuznik	Adverb
Almost	почти	počti	Verb
Almost	почти́	počti	Verb
Almost	практи́чески	prakticheski	Verb
Almost	чуть не	čutʹ ne	Verb
Almost A	почти	pochti	Noun
Almost A	практически	prakticheski	Noun
Almost A	едва ли не	edva li ne	Noun
Almost A	около	okolo	Noun
Almost A	чуть меньше чем	chut' men'she chem	Noun
Almost All	почти все	pochti vse	Noun
Alone	в одиночестве	v odinochestve	Noun
Alone	одинокая	odinokaja	Noun
Alone	одиноки	odinoki	Noun
Alone	одному	odnomu	Noun
Alone	одинок	odinok	Noun
Alone	одна	odna	Noun
Alone	одинока	odinoka	Noun
Alone	один	odin	Noun
Alone	одни	odni	Noun
Alone	оди́н	odin	Noun
Along	вдоль	vdol'	Noun
Along	по	po	Noun
Along	путём	putem	Noun
Along	с собой	s soboj	Noun
Along The Way	по пути	po puti	Noun
Alongside	вдоль	vdol'	Noun
Aloud	вслух	vsluh	Noun
Alphabet	алфавит	alfavit	Noun
Already	уж	uzh	Noun
Already	уже	uže	Noun
Already	уже́	uže	Noun
Alright	ладно	ladno	Noun
Alright	цел	tsel	Noun
Alright	окей	okei	Noun
Alright	поря́док	porjadok	Noun
Also	та́кже	takzhe	Noun
Also	то́же	tože	Noun
Also	тоже	tože	Noun
Also	также	takzhe	Noun
Alternate	альтернативный	al'ternativnyi	Noun
Alternative	альтернативу	al'ternativu	Noun
Alternative	альтернатива	al'ternativa	Noun
Alternative	альтернативы	al'ternativy	Noun
Alternatively	или	ili	Adverb
Although	хоть	hot'	Verb
Although	хотя	hotâ	Verb
Although	хотя́	hotâ	Verb
Altogether	вообще́	voobsche	Noun
Always	всегда	vsegda	Noun
Always	всегда́	vsegda	Noun
Am	быть	bytʹ	Noun
Am	нахожусь	nahozhus'	Noun
Am	состою	sostoju	Noun
Am	буду	budu	Noun
Am	являюсь	javljajus'	Noun
Am	оказываюсь	okazyvajus'	Noun
Am	часов	časov	Noun
Am Cooking	готовлю	gotovlû	Noun
Am Going	иду	idu	Noun
Am Here	здесь	zdesʹ	Noun
Am Lying	лежу	ležu	Noun
Am Making Food	готовлю	gotovlû	Noun
Am Reading	читаю	čitaû	Noun
Am Running	бегу	begu	Noun
Am Walking	иду	idu	Noun
Am Walking	хожу	hožu	Noun
Amazed	изумлённый	izumlennyi	Verb
Amazement	восхище́ние	voshischenie	Noun
Amazement	изумле́ние	izumlenie	Noun
Amazing	замечательный	zamechatel'nyi	Verb
Amazing	удиви́тельный	udivitel'nyi	Verb
Amazingly	удиви́тельно	udivitel'no	Adverb
Amazingly	удивительно	udivitel'no	Adverb
Ambassador	посо́л	posol	Noun
Ambitious	амбициозный	ambitsioznyi	Noun
Ambulance	скорая (помощь)	skoraja (pomosch')	Noun
Ambulance	скорая	skoraja	Noun
Ambulance	скорую	skoruju	Noun
America	Аме́рика	amerika	Noun
America	америка	amerika	Noun
America Is	америка	amerika	Noun
American	америка́нец	amerikanec	Noun
American	америка́нский	amerikanskij	Noun
American	американец	amerikanec	Noun
American	американка	amerikanka	Noun
American	американский	amerikanskij	Noun
American Dream	американская мечта	amerikanskaja mechta	Noun
American Woman	американка	amerikanka	Noun
Among	ме́жду	meždu	Noun
Among	среди	sredi	Noun
Among	среди́	sredi	Noun
Amount	коли́чество	kolichestvo	Noun
Amount	количество	kolichestvo	Noun
Amount To	соста́вить	sostavit'	Verb
Amount To	составля́ть	sostavljat'	Verb
Amusement Park	парк развлечений	park razvlechenii	Noun
Amusement Park	парк аттракционов	park attraktsionov	Noun
An	один	odin	Noun
An	какой-то	kakoi-to	Noun
An	некий	nekii	Noun
An	одна	odna	Noun
An	одно	odno	Noun
An A	пятёрка	pâtërka	Noun
An Actor	актёр	aktër	Noun
An Actress	актриса	aktrisa	Noun
An Adult	взрослый	vzroslyj	Noun
An Album	альбом	alʹbom	Noun
An Alien	инопланетянин	inoplanetânin	Noun
An American	американский	amerikanskij	Noun
An Animal	животное	životnoe	Noun
An Ant	муравей	muravej	Noun
An Apartment	квартира	kvartira	Noun
An Apple	яблока	âbloka	Noun
An Apple	яблоко	âbloko	Noun
An Architect	архитектор	arhitektor	Noun
An Armchair	кресло	kreslo	Noun
An Article	статья	statʹâ	Noun
An Artist	художник	hudožnik	Noun
An Aunt	тётя	tëtâ	Noun
An Eagle	орёл	orël	Noun
An Egg	яйцо	âjco	Noun
An Elephant	слон	slon	Noun
An Elephant Is	слон	slon	Noun
An Enemy	враг	vrag	Noun
An Englishman	англичанин	angličanin	Noun
An Exam	экзамен	ékzamen	Noun
An Exercise	упражнение	upražnenie	Noun
An Exit	выход	vyhod	Noun
An Expensive	дорогой	dorogoj	Noun
An F	двойка	dvojka	Noun
An Hour	час	čas	Noun
An Hour	часа	časa	Noun
An Important	важный	važnyj	Noun
An Interesting	интересная	interesnaâ	Noun
An Interesting	интересной	interesnoj	Noun
An Interesting	интересный	interesnyj	Noun
An Investigation	расследование	rassledovanie	Noun
An Island	остров	ostrov	Noun
An Italian	итальянец	italʹânec	Noun
An Italian	итальянский	italʹânskij	Noun
An Occupation	профессия	professiâ	Noun
An Ocean	океан	okean	Noun
An Office	офис	ofis	Noun
An Ok	нормальный	normalʹnyj	Noun
An Old	старая	staraâ	Noun
An Old	старый	staryj	Noun
An Old Man	дедушка	deduška	Noun
An Old Man	старик	starik	Noun
An Old Woman	бабушка	babuška	Noun
An Older	старшая	staršaâ	Noun
An Older	старший	staršij	Noun
An Onion	лук	luk	Noun
An Open Mind	открытость	otkrytost'	Noun
An Open Sandwich	бутерброд	buterbrod	Noun
An Opinion	мнение	mnenie	Noun
An Orange	апельсин	apelʹsin	Noun
An Organized Event	мероприя́тие	meroprijatie	Noun
An Orthodox	православный	pravoslavnyj	Noun
An Owl	сова	sova	Noun
An Umbrella	зонт	zont	Noun
An Uncle	дядя	dâdâ	Noun
An Unpleasant Or Unwanted Event	неприя́тность	neprijatnost'	Verb
An Uprising	восстание	vosstanie	Noun
Analogous	аналоги́чный	analogichnyi	Noun
Analysis	ана́лиз	analiz	Noun
Analysis	анализ	analiz	Noun
Ancestor	пре́док	predok	Noun
Ancient	дре́вний	drevnij	Noun
Ancient	древний	drevnij	Noun
Ancient	стари́нный	starinnyi	Noun
And	а	a	Conjunction
And	с	s	Conjunction
And	и	i	Conjunction
And	да	da	Conjunction
And	до	do	Conjunction
And	в	v	Conjunction
And Above	и старше	i starshe	Noun
And Had	и имел	i imel	Noun
And Had	иметь	imet'	Noun
And I	мы	my	Noun
And So	поэтому	poétomu	Noun
And So On	и так далее	i tak dalee	Noun
And You	и ты	i ty	Noun
And You	и вы	i vy	Noun
And You	а ты	a ty	Noun
And You	а вы	a vy	Noun
Anew	сначала	snačala	Noun
Angel	а́нгел	angel	Noun
Angel	ангел	angel	Noun
Angel	ангела	angela	Noun
Angel	ангелом	angelom	Noun
Angel	ангелу	angelu	Noun
Anger	гнев	gnev	Verb
Anger	зло́ба	zloba	Verb
Anger	злость	zlost'	Verb
Angle	у́гол	ugol	Noun
Angle	угол	ugol	Noun
Angrily	серди́то	serdito	Adverb
Angrily	сердито	serdito	Adverb
Angry	злой	zloj	Noun
Angry	злыми	zlymi	Noun
Angry	зол	zol	Noun
Angry	сердитый	serdityi	Noun
