English	German	Part of Speech
Applications	Antrag	Noun
Applied	anlegen	Verb
Applied	anwenden	Verb
Applied	beworben	Verb
Applied	gelten	Verb
Applied	verwandt	Verb
Applied	verwenden	Verb
Apply	angewendet	Adverb
Apply	anlegen	Adverb
Apply	anlegt	Adverb
Apply	anlegte	Adverb
Apply	anmeldest	Adverb
Apply	anwenden	Adverb
Apply	auflegst	Adverb
Apply	aufsprühen	Adverb
Apply	auftrage	Adverb
Apply	auftragen	Adverb
Apply	auftrug	Adverb
Apply	aufträgt	Adverb
Apply	bestreiche	Adverb
Apply	bestrich	Adverb
Apply	bewerbe	Adverb
Apply	bewerben	Adverb
Apply	bewerbt	Adverb
Apply	bewirb	Adverb
Apply	Bewirb	Adverb
Apply	bewirbst	Adverb
Apply	bewirbt	Adverb
Apply	Bewirbt	Adverb
Apply	beworben	Adverb
Apply	darauflegen	Adverb
Apply	einsetzt	Adverb
Apply	führt zu	Adverb
Apply	gelten	Adverb
Apply	gilt	Adverb
Apply	lenkt	Adverb
Apply	Setzt	Adverb
Apply	sich bewerben	Adverb
Apply	Sprühe	Adverb
Apply	sprühst	Adverb
Apply	trägst auf	Adverb
Apply	trägt auf	Adverb
Apply	Verwende	Adverb
Apply	verwenden	Adverb
Apply	verwendest	Adverb
Apply	Verwendet	Adverb
Apply	verwendet	Adverb
Apply	verwendete	Adverb
Apply	zuführen	Adverb
Apply	zusetzte	Adverb
Apply	zutreffen	Adverb
Apply	Üben	Adverb
Apply	übten	Adverb
Apply For	beantrage	Verb
Apply For	beantragen	Verb
Apply For	beantragst	Verb
Appointment	Besetzung	Noun
Appointment	der Terminkalender	Noun
Appointment	Kalendereintrag	Noun
Appointment	Termin	Noun
Appointment	Terminkalender	Noun
Appointment Clash	Terminkonflikt	Noun
Appointment Conflict	Terminkonflikt	Noun
Appointment Proposal	Terminvorschlag	Noun
Appointment Suggestion	Terminvorschlag	Noun
Appointment's	Verabredung	Noun
Appointments	Termine	Noun
Appraisal	Bewertung	Noun
Appraisal	die Bewertung	Noun
Appraise	abschätzen	Verb
Appraise	bewerten	Verb
Appreciate	Bewunderst	Noun
Appreciate	Danken	Noun
Appreciation	Anerkennung	Noun
Appreciation	Bewusstsein	Noun
Appreciation	das Bewusstsein	Noun
Appreciation	das Verständnis	Noun
Appreciation	die Anerkennung	Noun
Appreciation	Verständnis	Noun
Appreciatively	dankbar	Adverb
Appreciatively	wertschätzend	Adverb
Apprenticeship	Lehre	Noun
Approach	Anmarsch	Noun
Approach	Annäherung	Noun
Approach	Ansatz	Noun
Approach	Auffahren	Noun
Approach	das Konzept	Noun
Approach	das Vorgehen	Noun
Approach	die Haltung	Noun
Approach	die Naht	Noun
Approach	die Sichtweise	Noun
Approach	Herangehensweise	Noun
Approach	Lösungsweg	Noun
Approach	Lösungswege	Noun
Approach	Sichtweise	Noun
Approach	Taktik	Noun
Approach	Vorgehensweisen	Noun
Approach	Vorstoß	Noun
Approach	Zugänge	Noun
Approaching	nähern	Verb
Appropriate Contact	Ansprechpartner	Noun
Appropriately	angemessen	Verb
Appropriately	zurecht	Verb
Approval	Anerkennung	Noun
Approval	Billigung	Noun
Approval	das Lob	Noun
Approval	die Anerkennung	Noun
Approval	die Genehmigung	Noun
Approval	die Zusage	Noun
Approval	die Zustimmung	Noun
Approval	Einwilligung	Noun
Approval	Genehmigung	Noun
Approval	Lob	Noun
Approval	Zusage	Noun
Approval	Zustimmung	Noun
Approximately	annähernd	Adverb
Approximately	circa	Adverb
Approximately	Rund	Adverb
Approximately	ungefähr	Adverb
Apricot	Aprikose	Noun
Apricots	Aprikosen	Noun
April	April	Noun
Apron	Schürze	Noun
Aquarium	Aquarium	Noun
Arabic	Arabisch	Noun
Arc	Abschnitt	Noun
Arc	Bogen	Noun
Archaeologist	Archäologe	Noun
Archaeologists	Archäologe	Noun
Archaeologists'	Archäologe	Noun
Archeologist	Archäologe	Noun
Architect	Architekt	Noun
Architect	Architekten	Noun
Architect	Architektin	Noun
Architect's	Architekt	Noun
Architecture	Architektur	Noun
Archive	Archiv	Noun
Archives	Archiv	Noun
Are	bist	Verb
Are	das Handeln	Verb
Are	die Kosten	Verb
Are	geht	Verb
Are	handeln	Verb
Are	hast	Verb
Are	ist	Verb
Are	kommen	Verb
Are	kommst	Verb
Are	kommt	Verb
Are	kosten	Verb
Are	liegen	Verb
Are	seid	Verb
Are	seiet	Verb
Are	seist	Verb
Are	sind	Verb
Are	spielst	Verb
Are	stehen	Verb
Are	tun	Verb
Are	werden	Verb
Are	wird	Verb
Are	Wärt	Verb
Are Assessing	bewerten	Verb
Are Closing	machen	Verb
Are Closing	schließen	Verb
Are Communicating	vermitteln	Verb
Are Cooking	Kochen	Noun
Are Coughing	der Husten	Verb
Are Coughing	husten	Verb
Are Decorating	dekorieren	Verb
Are Developing	entwickeln	Verb
Are Doing	das Unternehmen	Verb
Are Doing	die Macht	Verb
Are Doing	machen	Verb
Are Doing	machst	Verb
Are Doing	macht	Verb
Are Doing	tun	Verb
Are Doing	unternehmen	Verb
Are Eating	essen	Verb
Are Eating	fressen	Verb
Are Eating	isst	Verb
Are Evaluating	bewerten	Verb
Are Expanding	erweitern	Verb
Are Extending	erweitern	Verb
Are Fighting And Don't Speak To	parents	Verb
Are Filming	Filmen	Noun
Are Increasing	erhöhen	Verb
Are Increasing	steigen	Verb
Are Living	das Leben	Verb
Are Living	leben	Verb
Are Living	lebt	Verb
Are Living	wohnen	Verb
Are Mixing	vermischen	Verb
Are On Strike	streiken	Verb
Are Preventing	verhindern	Verb
Are Publishing	veröffentlichen	Verb
Are Raising	erhöhen	Verb
Are Running	das Rennen	Verb
Are Running	läufst	Verb
Are Running	rennen	Verb
Are Shutting	schließen	Verb
Are Taking	belegen	Verb
Are Taking	die Macht	Verb
Are Taking	fahren	Verb
Are Taking	machen	Verb
Are Taking	machst	Verb
Are Taking	Macht	Verb
Are Taking	nehmen	Verb
Are Taking	schreiben	Verb
Are Unwrapping	entwickeln	Verb
Area	Bereich	Noun
Area	das Gebiet	Noun
Area	der Bereich	Noun
Area	Gebiet	Noun
Area	Gegend	Noun
Area Of Expertise	das Fachgebiet	Noun
Area Of Expertise	die Kompetenz	Noun
Area Of Expertise	Kompetenz	Noun
Area's	das Gebiet	Noun
Area's	Gebiet	Noun
Area's	Zone	Noun
Areas	das Gebiet	Noun
Areas	Gebiet	Noun
Argh	Ärger	Noun
Argue	Rechte	Noun
Argue/am Arguing	Rechte	Noun
Argued	gestritten	Verb
Arguing	streiten	Verb
Argument	Argumentation	Noun
Argument	Argumentieren	Noun
Argument	Auseinandersetzung	Noun
Argument	Beef	Noun
Argument	Begründung	Noun
Argument	das Argument	Noun
Argument	Debatte	Noun
Argument	die Auseinandersetzung	Noun
Argument	die Begründung	Noun
Argument	die Zusammenfassung	Noun
Argument	Diskussion	Noun
Argument	Kurzfassung	Noun
Argument	Streit	Noun
Argument	Streite	Noun
Argument	Streitgesprächen	Noun
Argument	Streitigkeiten	Noun
Argument	Streits	Noun
Argument	Zusammenfassung	Noun
Argument Against	Gegenargument	Noun
Arguments	Auseinandersetzung	Noun
Arguments	Begründung	Noun
Arguments	die Auseinandersetzung	Noun
Arguments	die Begründung	Noun
Aridity	die Dürre	Noun
Aridity	Dürre	Noun
Arm	Ärmel	Noun
Arm's	Arm	Noun
Armament	die Rüstung	Noun
Armament	Rüstung	Noun
Armaments	die Rüstung	Noun
Armaments	Rüstung	Noun
Armchair	Sessel	Noun
Armed	bewaffnet	Verb
Armoire	Schrank	Noun
Armor	die Rüstung	Noun
Armor	Rüstung	Noun
Arms	Arme	Noun
Arms	die Rüstung	Noun
Arms	Rüstung	Noun
Army	Armee	Noun
Army's	Armee	Noun
Aroma	der Duft	Noun
Aroma	der Geruch	Noun
Aroma	Duft	Noun
Aroma	Geruch	Noun
Aroma	Geschmack	Noun
Around	Meilenweit	Noun
Around	Rings	Noun
Around	Überall	Noun
Arrange	abgemacht	Verb
Arrange	absprechen	Verb
Arrange	angerichtet	Verb
Arrange	anordnen	Verb
Arrange	arrangiere	Verb
Arrange	aufstellt	Verb
Arrange	ausgemacht	Verb
Arrange	aushandeln	Verb
Arrange	ausmache	Verb
Arrange	Ausrichten	Verb
Arrange	ausrichtest	Verb
Arrange	bearbeiten	Verb
Arrange	Bereitete	Verb
Arrange	besorge	Verb
Arrange	Besorgst	Verb
Arrange	dekoriere	Verb
Arrange	eingeplant	Verb
Arrange	einrichte	Verb
Arrange	einrichten	Verb
Arrange	einrichtet	Verb
Arrange	einteilt	Verb
Arrange	fix	Verb
Arrange	gelagert	Verb
Arrange	gestalten	Verb
Arrange	gestaltest	Verb
Arrange	gestaltete	Verb
Arrange	gestylt	Verb
Arrange	komponieren	Verb
Arrange	kümmerst	Verb
Arrange	Ordne	Verb
Arrange	organisiere	Verb
Arrange	Organisiere	Verb
Arrange	Organisieren	Verb
Arrange	richte	Verb
Arrange	sorgen	Verb
Arrange	Triff	Verb
Arrange	verabrede	Verb
Arrange	verabreden	Verb
Arrange	vereinbarte	Verb
Arrange	vereinbarten	Verb
Arrange	vermittelten	Verb
Arrange	verschaffen	Verb
Arrange	vorbereite	Verb
Arrange	zusammenbekommen	Verb
Arrange	zusammengestellt	Verb
Arranged	verabredet	Verb
Arrangement	Anordnung	Noun
Arrangement	Aufteilung	Noun
Arrangement	Bearbeitung	Noun
Arrangement	Bereitstellung	Noun
Arrangement	die Aufteilung	Noun
Arrangement	die Bereitstellung	Noun
Arrangement	die Einrichtung	Noun
Arrangement	die Regelung	Noun
Arrangement	die Struktur	Noun
Arrangement	die Vereinbarung	Noun
Arrangement	Einrichtung	Noun
Arrangement	Vereinbarung	Noun
Arrangement	Vermittlung	Noun
Arranging	anordnen	Verb
Arranging	aufstellen	Verb
Arrears	die Schulden	Noun
Arrest	Beschlagnahme	Noun
Arrest	die Festnahme	Noun
Arrest	die Verhaftung	Noun
Arrest	erregen	Verb
Arrest	faszinieren	Verb
Arrest	Festnahme	Noun
Arrest	Stillstand	Noun
Arrest	Verhaftung	Noun
Arrested	festgenommen	Verb
Arrested	festnehmen	Verb
Arrested	verhaftet	Verb
Arrested	verhafteten	Verb
Arrested	verhaftetest	Verb
Arresting	verhaften	Verb
Arrival	Ankunft	Noun
Arrival	Ankunftszeit	Noun
Arrival	Anmarsch	Noun
Arrival	die Einreise	Noun
Arrival	Einreise	Noun
Arrival	Zugänge	Noun
Arrival	Zuzug	Noun
Arrive	Herkunftsland	Noun
Arrive/am Arriving	Herkunftsland	Noun
Arrived	angekommen	Verb
Arrived	gekommen	Verb
Arrived	kam	Verb
Arrived	kamen	Verb
Arriving	ankommen	Verb
Arrow	der Pfeil	Noun
Arrow	Pfeil	Noun
Art	die Kunst	Noun
Art	Kunst	Noun
Art	Kunstwerk	Noun
Art Gallery	Kunsthalle	Noun
Art Hall	Kunsthalle	Noun
Art Museum	Kunstmuseum	Noun
Art Therapy	Kunsttherapie	Noun
Article	Arbeit	Noun
Article	Artikel	Noun
Article	Artikels	Noun
Article	Aufsatzes	Noun
Article	Aufsätzen	Noun
Article	Beitrag	Noun
Article	das Kleidungsstück	Noun
Article	der Beitrag	Noun
Article	der Zeitungsartikel	Noun
Article	Gartenarbeit	Noun
Article	Gegenständen	Noun
Article	Kapitels	Noun
Article	Kleidungsstück	Noun
Article	Stücks	Noun
Article	Zeitschriftenartikel	Noun
Article	Zeitungsartikel	Noun
Article	Zeitungsartikels	Noun
Articles	Gartenarbeit	Noun
Artist	Künstler	Noun
Artist	Künstlerin	Noun
Artist's	Künstler	Noun
Artistically	künstlerisch	Adverb
Artists	Künstler	Noun
Artists'	Künstler	Noun
Asia	Asien	Noun
Aside From	Außer	Noun
Ask	bitte	Verb
Ask	bitten	Verb
Ask	bittest	Verb
Ask	frag	Verb
Ask	frage	Verb
Ask	fragen	Verb
Ask	Fragen	Verb
Ask	fragst	Verb
Ask	fragt	Verb
Ask	gebeten	Verb
Ask	gefragt	Verb
Ask	nachfragen	Verb
Ask	stell	Verb
Ask	stellen	Verb
Ask	stellt	Verb
Ask	verlangen	Verb
Asked	baten	Verb
Asked	eingeladen	Verb
Asked	fragte	Verb
Asked	fragten	Verb
Asked	fragtest	Verb
Asked	fragtet	Verb
Asked	gebeten	Verb
Asked	gefragt	Verb
Asked	gestellt	Verb
Asking	fragen	Verb
Asleep	eingeschlafen	Verb
Asleep	entschlafen	Verb
Asleep	geschlafen	Verb
Asleep	schlafen	Verb
Asleep	schlafend	Verb
Asleep	schläft	Verb
Asparagus	Spargel	Noun
Asparagus Festival	Spargelfest	Noun
Asparagus King	Spargelkönig	Noun
Asparagus Season	Spargelzeit	Noun
Aspirants	Kandidaten	Noun
Aspirin	Aspirin	Noun
Assassination	Mord	Noun
Assert	das Befinden	Noun
Assess	abschätzen	Verb
Assess	beurteilen	Verb
Assess	bewerten	Verb
Assessment	Beurteilung	Noun
Assessment	Bewertung	Noun
Assessment	die Beurteilung	Noun
Assessment	die Bewertung	Noun
Asset	das Kapital	Noun
Asset	der Gewinn	Noun
Asset	Gewinn	Noun
Asset	Kapital	Noun
Assets	das Vermögen	Noun
Assets	die Masse	Noun
Assets	Eigentum	Noun
Assets	Masse	Noun
Assets	Vermögen	Noun
Assigned	vergeben	Verb
Assignment	Arbeit	Noun
Assignment	Arbeitsauftrag	Noun
Assignment	Aufgabe	Noun
Assignment	Auftrag	Noun
Assignment	Bestimmung	Noun
Assignment	der Auftrag	Noun
Assignment	die Bestimmung	Noun
Assignment	Zuteilung	Noun
Assignment	Übereignung	Noun
Assignment	Übereignungsurkunde	Noun
Assistance	die Rettung	Noun
Assistance	Rettung	Noun
Assistant	Assisstent	Noun
Assistant	Assistent	Noun
Assistant	Assistenten	Noun
Assistant	Assistentin	Noun
Assistant	der Assistent	Noun
Assistant	die Hilfe	Noun
Assistant	Helfer	Noun
Assistant	Helferin	Noun
Assistant	Hilfe	Noun
Assistant	Mitarbeiter	Noun
Assistant	Mitarbeiterin	Noun
Assistant's	Assistent	Noun
Assistant's	der Assistent	Noun
Assistants	Helfer	Noun
Assisting	unterstützend	Verb
Assistive Device	Hilfsmittel	Noun
Association	Bekanntschaft	Noun
Association	Bund	Noun
Association	die Bekanntschaft	Noun
Association's	der Verband	Noun
Association's	die Gesellschaft	Noun
Association's	Gesellschaft	Noun
Association's	Verband	Noun
Association's	Vereinigung	Noun
Assortment	die Mischung	Noun
Assortment	Mischung	Noun
Assume	annehmen	Verb
Assume	gewinnen	Verb
Assume	gewinnst	Verb
Assume	gewinnt	Verb
Assume	nehmen	Verb
Assume	voraussetzen	Verb
Assume	übernehmen	Verb
Assumption	die Voraussetzung	Noun
Assumption	Voraussetzung	Noun
Assurance	die Zusage	Noun
Assurance	Zusage	Noun
Assurance	Zuversicht	Noun
Assured	gewiss	Verb
Assured	selbstbewusst	Verb
Astonished	erstaunt	Verb
Astonishing	überraschend	Verb
Astronaut	Astronaut	Noun
Astronomer	Astronom	Noun
Astronomer's	Astronom	Noun
Astronomers	Astronom	Noun
Astronomy	Astronomie	Noun
Astronomy	die Astronomie	Noun
Asylum	Asyl	Noun
Asylum Seeker	der Flüchtling	Noun
Asylum Seeker	Flüchtling	Noun
At	auf	Preposition
At	aufs	Preposition
At	bei	Preposition
At	beim	Preposition
At	endlich	Preposition
At	zum	Preposition
At	zur	Preposition
At	über	Preposition
At All	gar	Preposition
At All	überhaupt	Preposition
At Any Time	jederzeit	Preposition
At Birth	der Geburtsname	Preposition
At Home	daheim	Preposition
At Last	Zuletzt	Noun
At Least	immerhin	Preposition
At Least	mindestens	Preposition
At Least	wenigstens	Preposition
At Least	zumindest	Preposition
At Midday	mittags	Preposition
At My Place And It Was A Jolly Group Of	out	Preposition
At Night	abends	Preposition
At Night	Abends	Preposition
At Night	nachts	Preposition
At Noon	Mittag	Noun
At Present	derzeit	Preposition
At Some Point	irgendwann	Preposition
At That Time	damalig	Preposition
At That Time	derzeit	Preposition
At The Front	vorne	Preposition
At The Latest	spätestens	Preposition
At The Moment	derzeit	Preposition
At The Moment	gerade	Preposition
At The Moment	jetzt	Preposition
At The Moment	momentan	Preposition
At The Moment	zurzeit	Preposition
At The Same Time	dabei	Preposition
At The Same Time	dazu	Preposition
At The Same Time	gleichzeitig	Preposition
At The Same Time	zugleich	Preposition
At The Top	oben	Preposition
Atheist	Atheist	Noun
Athlete	Athlet	Noun
Athlete	Athleten	Noun
Athlete	Athletin	Noun
Athlete	Sportler	Noun
Athlete's	Athlet	Noun
Athlete's	Sportler	Noun
Athletes	Sportler	Noun
Atm	Geldautomat	Noun
Atm	Geldautomaten	Noun
Atmosphere	Atmosphäre	Noun
Atmosphere	die Atmosphäre	Noun
Atmosphere	die Gemütlichkeit	Noun
Atmosphere	Gemütlichkeit	Noun
Atmosphere Of The Earth	Erdatmosphäre	Noun
Atmospheric Pollution	Luftverschmutzung	Noun
Atmospherically	atmosphärisch	Adverb
Atmospherically	wirkungsvoll	Adverb
Atom	Atom	Noun
Atomic Energy	Kernkraft	Noun
Attached	anhänglich	Verb
Attaching	anhängen	Verb
Attaching	befestigen	Verb
Attachment	Anhang	Noun
Attachment	der Anhang	Noun
Attack	Angriff	Noun
Attack	der Angriff	Noun
Attempt	der Versuch	Noun
Attempt	Probierst	Noun
Attempt	Probiert	Noun
Attempt	Unterfangen	Noun
Attempt	Unternehmt	Noun
Attempt	Unternimmst	Noun
Attempt	Unternimmt	Noun
Attempt	Versuch	Noun
Attempt	Versuchte	Noun
Attempt To	versuchen	Verb
Attempt To	wagen	Verb
Attempting	der Versuch	Noun
Attempting	Versuch	Noun
Attendance	Anwesenheit	Noun
Attendance	die Teilnahme	Noun
Attendance	Teilnahme	Noun
Attendant's	Assistent	Noun
Attendant's	Begleiter	Noun
Attendant's	der Assistent	Noun
Attendant's	Flugbegleiter	Noun
Attendants	Begleiter	Noun
Attendants	Flugbegleiter	Noun
Attendants	Teilnehmer	Noun
Attended	besucht	Verb
Attended	gegangen	Verb
Attention	Achtung	Noun
Attention	Aufmerksamkeit	Noun
Attention	die Aufmerksamkeit	Noun
Attention	Vorsicht	Noun
Attentiveness	Aufmerksamkeit	Noun
Attentiveness	die Aufmerksamkeit	Noun
Attentiveness	die Konzentration	Noun
Attentiveness	Konzentration	Noun
Attic	Dachboden	Noun
Attic	Dachgeschoss	Noun
Attic	Dachkammer	Noun
Attic	Mansarde	Noun
Attitude	Buchhaltung	Noun
Attitude	die Einstellung	Noun
Attitude	die Haltung	Noun
Attitude	Einstellung	Noun
Attitude	Haltung	Noun
Attitude's	die Einstellung	Noun
Attitude's	die Haltung	Noun
Attitude's	Einstellung	Noun
Attitude's	Haltung	Noun
Attitude's	Verhalten	Noun
Attraction	Attraktion	Noun
Attraction	die Attraktion	Noun
Attraction	Wahrzeichen	Noun
Attractions	Attraktion	Noun
Attractions	die Attraktion	Noun
Attractive	Gutaussehenden	Noun
Attractive	Hübscheste	Noun
Aubergine	Aubergine	Noun
Audience	das Publikum	Noun
Audience	Publikum	Noun
Audience	Zuschauer	Noun
Audience's	das Publikum	Noun
Audience's	Publikum	Noun
Audience's	Zuschauer	Noun
Audiences	das Publikum	Noun
Audiences	Publikum	Noun
Audio Message	Sprachnachricht	Noun
Audition	Vorsprechen	Noun
Auditorium	Aula	Noun
Auditory Device	Hörgerät	Noun
Auditory Exercise	Hörübung	Noun
August	der August	Noun
Aunt	die Tante	Noun
Aunt	Tante	Noun
Auntie	die Tante	Noun
Auntie	Tante	Noun
Aunty	die Tante	Noun
Aunty	Tante	Noun
Australia	Australien	Noun
Australian	Australier	Noun
Australian	Australierin	Noun
Austria	Österreich	Noun
Authentically	authentisch	Adverb
Authentically	echt	Adverb
Authentically	glaubwürdig	Adverb
Authentically	original	Adverb
Authentically	zuverlässig	Adverb
Authenticity	Glaubwürdigkeit	Noun
Author	Autor	Noun
Author	Autoren	Noun
Author	Autorin	Noun
Author	Dichters	Noun
Authority	die Kompetenz	Noun
Authority	Kompetenz	Noun
Authorization	die Genehmigung	Noun
Authorization	Genehmigung	Noun
Authors	Autoren	Noun
Auto	Auto	Noun
Autograph	Autogramm	Noun
Automate	automatisieren	Verb
Automated	automatisch	Verb
Automatically	automatisch	Adverb
Automation	Automatisierung	Noun
Automobile	Auto	Noun
Autonomy	Unabhängigkeit	Noun
Autumn	Herbst	Noun
Availability	Verfügbarkeit	Noun
Average	der Durchschnitt	Noun
Average	Durchschnitt	Noun
Average	Durchschnitts-	Noun
Avocado	Avocado	Noun
Award	Auszeichnung	Noun
Award	Auszeichung	Noun
Award	die Auszeichnung	Noun
Awarded	vergeben	Verb
Awful	Miserabel	Noun
Awful	Schlimmes	Noun
Awful	Schreckliche	Noun
Awful	Schreckliches	Noun
Babies	Babys	Noun
Baby	Baby	Noun
Baby Backpack	Babytrage	Noun
Baby Buggy	Kinderwagen	Noun
Baby Carriage	Kinderwagen	Noun
Baby Carrier	Babytrage	Noun
Baby Grow	Strampler	Noun
Baby Harness	Babytrage	Noun
Baby Monitor	Babyfon	Noun
Baby Sling	Babytrage	Noun
Baby Suit	Strampler	Noun
Baby Wipe	Feuchttuch	Noun
Baby's	Baby	Noun
Baby's	Babys	Noun
Babyphone	Babyfon	Noun
Babysitter	Babysitter	Noun
Bach	der Bach	Noun
Back	abgelegen	Verb
Back	begleiten	Verb
Back	hinten	Verb
Back	hintere	Verb
Back	hinteren	Verb
Back	hinterste	Verb
Back	hintersten	Verb
Back	nachgeben	Verb
Back	Rücken	Verb
Back	Rückseite	Verb
Back	Unterstütze	Verb
Back	Unterstützen	Verb
Back	wieder	Verb
Back	Wieder	Verb
Back	wieder zurück	Verb
Back	zurück	Verb
Back Pain	Rückenschmerzen	Noun
Back Row	Rückreihe	Noun
Back Seat	Rückbank	Noun
Back Seat	Rücksitz	Noun
Backache	Rückenschmerzen	Noun
Backed	sichern	Verb
Backed	speichern	Verb
Backed	unterstützen	Verb
Backer	Befürworter	Noun
Backer	Sponsor	Noun
Background	Ausbildung	Noun
Background	das Umfeld	Noun
Background	der Hintergrund	Noun
Background	der Werdegang	Noun
Background	die Herkunft	Noun
Background	die Kulisse	Noun
Background	Herkunft	Noun
Background	Hintergrund	Noun
Background	Kulisse	Noun
Background	Werdegang	Noun
Background Information	Hintergrundinformation	Noun
Background Music	Hintergrundmusik	Noun
Background Score	Hintergrundmusik	Noun
Backing	die Unterstützung	Noun
Backing	Unterstützung	Noun
Backpack	Rucksack	Noun
Backpacking	gewandert	Verb
Backpacking	wandern	Verb
Backpacking	wanderst	Verb
Backup Plan	Backup-Plan	Noun
Backyard	der Hinterhof	Noun
Backyard	Garten	Noun
Backyard	Hinterhof	Noun
Backyard	Hinterhofs	Noun
Bacon	der Speck	Noun
Bacon	Speck	Noun
Bad	das Kapital	Noun
Bad	Kapital	Noun
Bad Dream	Albtraum	Noun
Bad Dream	der Albtraum	Noun
Bad Guy	Bösewicht	Noun
Bad Luck	Pech	Noun
Badge	Pin	Noun
Badly	schlecht	Adverb
Badly	schlimm	Adverb
Badminton	Federball	Noun
Bag	Beutel	Noun
Bag	Sack	Noun
Bag	Tasche	Noun
Bag	Tüte	Noun
Bag's	Beutel	Noun
Bag's	Gepäck	Noun
Bag's	Tasche	Noun
Bag's	Tüte	Noun
Bagel	Bagel	Noun
Baggage	Gepäck	Noun
Baggage Claim	Kofferausgabe	Noun
Bags	Beutel	Noun
Bags	Handtaschen	Noun
Bags	Säcke	Noun
Bags	Taschen	Noun
Bags	Tüten	Noun
Baguette	Baguette	Noun
Bahn	der Lauf	Noun
Bahn	der Pfad	Noun
Bahn	die Spur	Noun
Bahn	die Strecke	Noun
Bahn	Lauf	Noun
Bahn	Pfad	Noun
Bahn	Route	Noun
Bahn	Spur	Noun
Bahn	Strecke	Noun
Baked	backen	Verb
Baked	backte	Verb
Baked	gebacken	Verb
Baked Goods	Backwaren	Noun
Baker	Bäcker	Noun
Baker	Bäckerin	Noun
Baker	Bäckern	Noun
Baker's	Bäcker	Noun
Baker's	Bäckerei	Noun
Bakers	Bäcker	Noun
Bakery	Bäckerei	Noun
Baking	backe	Verb
Baking	backen	Verb
Baking	backt	Verb
Baking	brennen	Verb
Baking Paper	Backpapier	Noun
Baking Parchment	Backpapier	Noun
Baking Powder	Backpulver	Noun
Balance	Ausgleich	Noun
Balance	Auszug	Noun
Balance	Bilanz	Noun
Balance	das Gleichgewicht	Noun
Balance	der Auszug	Noun
Balance	die Übereinstimmung	Noun
Balance	Gegengewicht	Noun
Balance	Gleichgewicht	Noun
Balance	Harmonie	Noun
Balance	Kontostand	Noun
Balance	Rest	Noun
Balance	Waage	Noun
Balance	Übereinstimmung	Noun
Balance Due	Restschuld	Noun
Balances	das Gleichgewicht	Noun
Balances	Gleichgewicht	Noun
Balances	Kontostand	Noun
Balances	Waage	Noun
Balcony	Balkon	Noun
Balcony	Oberrang	Noun
Ball	Balls	Noun
Ball	Kugel	Noun
Ball	Tanzabend	Noun
Ball Pen	der Kugelschreiber	Noun
Ball Pen	Kugelschreiber	Noun
Ball's	Ball	Noun
Ball's	Kugel	Noun
Ballet	Ballett	Noun
Balloon	Ballons	Noun
Balloon	Luftballon	Noun
Balloons	Luftballons	Noun
Ballot	Abstimmung	Noun
Ballot	Stimmzettel	Noun
Ballot Paper	Stimmzettel	Noun
Ballot Sheet	Stimmzettel	Noun
Ballpoint Pen	der Kugelschreiber	Noun
Ballpoint Pen	Kugelschreiber	Noun
Balls	Bälle	Noun
Baltic Sea	Ostsee	Noun
Ban	Blockierst	Noun
Ban	das Verbot	Noun
Ban	Tabu	Noun
Banana	Banane	Noun
Banana Bread	Bananenbrot	Noun
Bananas	Bananen	Noun
Band	die Band	Noun
Band	Kapelle	Noun
Band Ein	einbinden	Verb
Band's	Orchester	Noun
Bandage	der Verband	Noun
Bandage	Pflaster	Noun
Bandage	Verband	Noun
Banded	gestreift	Verb
Bang	der Knall	Noun
Bang	Klappern	Noun
Bang	Knall	Noun
Bang	Knallgeräusch	Noun
Bank	das Ufer	Noun
Bank	die Bank	Noun
Bank	Hang	Noun
Bank	Ufer	Noun
Bank Account	Bankkonto	Noun
Bank Account Details	Bankverbindung	Noun
Bank Account Information	Bankverbindung	Noun
Bank Balance	Kontostand	Noun
Bank Connection	Bankverbindung	Noun
